02-09-2023,25800.91016,25970.28516,25753.09375,25868.79883,25868.79883,10100387473,245
03-09-2023,25869.47266,26087.14844,25817.03125,25969.56641,25969.56641,8962524523,246
04-09-2023,25968.16992,26081.52539,25657.02539,25812.41602,25812.41602,10680635106,247
05-09-2023,25814.95703,25858.375,25589.98828,25779.98242,25779.98242,11094740040,248
06-09-2023,25783.93164,25953.01563,25404.35938,25753.23633,25753.23633,12752705327,249
07-09-2023,25748.3125,26409.30273,25608.20117,26240.19531,26240.19531,11088307100,250
08-09-2023,26245.20898,26414.00586,25677.48047,25905.6543,25905.6543,10817356400,251
09-09-2023,25905.42578,25921.97656,25810.49414,25895.67773,25895.67773,5481314132,252
10-09-2023,25895.21094,25978.13086,25640.26172,25832.22656,25832.22656,7899553047,253
11-09-2023,25831.71484,25883.94727,24930.29688,25162.6543,25162.6543,14600006467,254
12-09-2023,25160.6582,26451.93945,25133.07813,25833.34375,25833.34375,18657279324,255
13-09-2023,25837.55469,26376.11328,25781.12305,26228.32422,26228.32422,13072077070,256
14-09-2023,26228.27734,26774.62305,26171.45117,26539.67383,26539.67383,13811359124,257
15-09-2023,26533.81836,26840.49805,26240.70117,26608.69336,26608.69336,11479735788,258
16-09-2023,26606.19922,26754.76953,26473.89063,26568.28125,26568.28125,7402031417,259
17-09-2023,26567.92773,26617.99805,26445.07422,26534.1875,26534.1875,6774210670,260
18-09-2023,26532.99414,27414.73438,26415.51563,26754.28125,26754.28125,15615339655,261
19-09-2023,26760.85156,27488.76367,26681.60547,27211.11719,27211.11719,13807690550,262
20-09-2023,27210.22852,27379.50586,26864.08203,27132.00781,27132.00781,13281116604,263
21-09-2023,27129.83984,27152.93945,26389.30078,26567.63281,26567.63281,13371443708,264
22-09-2023,26564.05664,26726.07813,26495.5332,26579.56836,26579.56836,10578746709,265
23-09-2023,26578.55664,26634.18555,26520.51953,26579.39063,26579.39063,7404700301,266
24-09-2023,26579.37305,26716.05859,26221.05078,26256.82617,26256.82617,8192867686,267
25-09-2023,26253.77539,26421.50781,26011.46875,26298.48047,26298.48047,11997833257,268
26-09-2023,26294.75781,26389.88477,26090.71289,26217.25,26217.25,9985498161,269
27-09-2023,26209.49805,26817.8418,26111.46484,26352.7168,26352.7168,11718380997,270
28-09-2023,26355.8125,27259.5,26327.32227,27021.54688,27021.54688,14079002707,271
29-09-2023,27024.8418,27225.9375,26721.76367,26911.7207,26911.7207,10396435377,272
30-09-2023,26911.68945,27091.79492,26888.96875,26967.91602,26967.91602,5331172801,273
